relative_path,filename,suggested_family,duplicate_group_size,size_bytes,source_commit,review_status
SourceAssets/Animations/Raw/Unverified/Grab Rifle And Put Back.fbx,Grab Rifle And Put Back.fbx,combat,1,817440,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Grab Rifle From Back.fbx,Grab Rifle From Back.fbx,combat,1,593712,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Grab Rifle From Behind Shoulder.fbx,Grab Rifle From Behind Shoulder.fbx,combat,1,664640,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Grab Rifle From The Side And Put Back.fbx,Grab Rifle From The Side And Put Back.fbx,combat,1,711712,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Grabbing Ammo.fbx,Grabbing Ammo.fbx,other,1,678272,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Grabbing Pistol.fbx,Grabbing Pistol.fbx,combat,1,517216,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword 180 Turn (1).fbx,Great Sword 180 Turn (1).fbx,combat,3,309136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword 180 Turn (2).fbx,Great Sword 180 Turn (2).fbx,combat,3,328032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword 180 Turn.fbx,Great Sword 180 Turn.fbx,combat,3,309136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Attack.fbx,Great Sword Attack.fbx,combat,1,360432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Blocking (1).fbx,Great Sword Blocking (1).fbx,combat,3,339440,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Blocking (2).fbx,Great Sword Blocking (2).fbx,combat,3,408240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Blocking.fbx,Great Sword Blocking.fbx,combat,3,425664,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Casting.fbx,Great Sword Casting.fbx,combat,1,595056,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Crouching (1).fbx,Great Sword Crouching (1).fbx,combat,7,379664,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Crouching (2).fbx,Great Sword Crouching (2).fbx,combat,7,331280,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Crouching (3).fbx,Great Sword Crouching (3).fbx,combat,7,412208,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Crouching (4).fbx,Great Sword Crouching (4).fbx,combat,7,407776,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Crouching (5).fbx,Great Sword Crouching (5).fbx,combat,7,376640,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Crouching (6).fbx,Great Sword Crouching (6).fbx,combat,7,329264,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Crouching.fbx,Great Sword Crouching.fbx,combat,7,379664,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword High Spin Attack.fbx,Great Sword High Spin Attack.fbx,combat,1,486112,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Idle (1).fbx,Great Sword Idle (1).fbx,combat,7,611712,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Idle (2).fbx,Great Sword Idle (2).fbx,combat,7,621216,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Idle (3).fbx,Great Sword Idle (3).fbx,combat,7,611712,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Idle (4).fbx,Great Sword Idle (4).fbx,combat,7,602896,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Idle (5).fbx,Great Sword Idle (5).fbx,combat,7,825552,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Idle (6).fbx,Great Sword Idle (6).fbx,combat,7,825552,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Idle.fbx,Great Sword Idle.fbx,combat,7,425232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Impact (1).fbx,Great Sword Impact (1).fbx,combat,6,334112,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Impact (2).fbx,Great Sword Impact (2).fbx,combat,6,384992,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Impact (3).fbx,Great Sword Impact (3).fbx,combat,6,317312,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Impact (4).fbx,Great Sword Impact (4).fbx,combat,6,360432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Impact (5).fbx,Great Sword Impact (5).fbx,combat,6,360432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Impact.fbx,Great Sword Impact.fbx,combat,6,341536,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Jump (1).fbx,Great Sword Jump (1).fbx,combat,2,317376,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Jump Attack (1).fbx,Great Sword Jump Attack (1).fbx,combat,2,515568,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Jump Attack.fbx,Great Sword Jump Attack.fbx,combat,2,515568,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Jump.fbx,Great Sword Jump.fbx,combat,2,336128,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Kick (1).fbx,Great Sword Kick (1).fbx,combat,2,385312,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Kick.fbx,Great Sword Kick.fbx,combat,2,411120,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Power Up.fbx,Great Sword Power Up.fbx,combat,1,561856,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Run (1).fbx,Great Sword Run (1).fbx,combat,2,311840,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Run.fbx,Great Sword Run.fbx,combat,2,322640,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Slash (1).fbx,Great Sword Slash (1).fbx,combat,6,582176,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Slash (2).fbx,Great Sword Slash (2).fbx,combat,6,422720,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Slash (3).fbx,Great Sword Slash (3).fbx,combat,6,424784,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Slash (4).fbx,Great Sword Slash (4).fbx,combat,6,373776,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Slash (5).fbx,Great Sword Slash (5).fbx,combat,6,380768,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Slash.fbx,Great Sword Slash.fbx,combat,6,582176,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Slide Attack.fbx,Great Sword Slide Attack.fbx,combat,1,509840,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Strafe (1).fbx,Great Sword Strafe (1).fbx,combat,5,314544,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Strafe (2).fbx,Great Sword Strafe (2).fbx,combat,5,352336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Strafe (3).fbx,Great Sword Strafe (3).fbx,combat,5,352336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Strafe (4).fbx,Great Sword Strafe (4).fbx,combat,5,309136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Strafe.fbx,Great Sword Strafe.fbx,combat,5,357728,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Turn (1).fbx,Great Sword Turn (1).fbx,combat,2,330736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Turn.fbx,Great Sword Turn.fbx,combat,2,323312,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Walk (1).fbx,Great Sword Walk (1).fbx,combat,2,368528,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Great Sword Walk.fbx,Great Sword Walk.fbx,combat,2,373936,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Grenade Throw (1).fbx,Grenade Throw (1).fbx,combat,3,781088,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Grenade Throw (2).fbx,Grenade Throw (2).fbx,combat,3,554736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Grenade Throw.fbx,Grenade Throw.fbx,combat,3,985216,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Guitar Playing (1).fbx,Guitar Playing (1).fbx,other,2,664256,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Guitar Playing.fbx,Guitar Playing.fbx,other,2,815472,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Gunplay (1).fbx,Gunplay (1).fbx,combat,7,319616,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Gunplay (2).fbx,Gunplay (2).fbx,combat,7,582528,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Gunplay (3).fbx,Gunplay (3).fbx,combat,7,468368,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Gunplay (4).fbx,Gunplay (4).fbx,combat,7,320112,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Gunplay (5).fbx,Gunplay (5).fbx,combat,7,316480,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Gunplay (6).fbx,Gunplay (6).fbx,combat,7,468432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Gunplay.fbx,Gunplay.fbx,combat,7,561568,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hand Raising.fbx,Hand Raising.fbx,other,1,720000,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hands Forward Gesture.fbx,Hands Forward Gesture.fbx,social,1,614784,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hanging Idle (1).fbx,Hanging Idle (1).fbx,idle,3,497600,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hanging Idle (2).fbx,Hanging Idle (2).fbx,idle,3,502640,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hanging Idle.fbx,Hanging Idle.fbx,idle,3,683184,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hanging.fbx,Hanging.fbx,other,1,552464,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Happy Hand Gesture (1).fbx,Happy Hand Gesture (1).fbx,social,2,595872,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Happy Hand Gesture.fbx,Happy Hand Gesture.fbx,social,2,595872,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Happy Idle.fbx,Happy Idle.fbx,idle,1,490032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Happy Right Turn.fbx,Happy Right Turn.fbx,locomotion,1,346432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Happy Walk (1).fbx,Happy Walk (1).fbx,locomotion,2,387984,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Happy Walk Backward.fbx,Happy Walk Backward.fbx,locomotion,1,380416,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Happy Walk.fbx,Happy Walk.fbx,locomotion,2,387968,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Happy.fbx,Happy.fbx,other,1,1095552,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hard Head Nod.fbx,Hard Head Nod.fbx,other,1,448448,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hard Landing (1).fbx,Hard Landing (1).fbx,locomotion,2,468432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hard Landing.fbx,Hard Landing.fbx,locomotion,2,519728,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Harvesting.fbx,Harvesting.fbx,other,1,458528,b50b5b2,license-review-required
"SourceAssets/Animations/Raw/Unverified/Having A Meeting, Female (1).fbx","Having A Meeting, Female (1).fbx",other,2,3715776,b50b5b2,license-review-required
"SourceAssets/Animations/Raw/Unverified/Having A Meeting, Female.fbx","Having A Meeting, Female.fbx",other,2,3715776,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Gesture.fbx,Head Gesture.fbx,social,1,580752,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Hit (1).fbx,Head Hit (1).fbx,combat,8,363136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Hit (2).fbx,Head Hit (2).fbx,combat,8,336816,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Hit (3).fbx,Head Hit (3).fbx,combat,8,377792,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Hit (4).fbx,Head Hit (4).fbx,combat,8,355216,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Hit (5).fbx,Head Hit (5).fbx,combat,8,348480,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Hit (6).fbx,Head Hit (6).fbx,combat,8,361808,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Hit (7).fbx,Head Hit (7).fbx,combat,8,396432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Hit.fbx,Head Hit.fbx,combat,8,385776,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Nod Yes.fbx,Head Nod Yes.fbx,other,1,558080,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Head Spinning.fbx,Head Spinning.fbx,other,1,329968,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Headbutt.fbx,Headbutt.fbx,other,1,433328,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Header Soccerball (1).fbx,Header Soccerball (1).fbx,sports,4,470480,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Header Soccerball (2).fbx,Header Soccerball (2).fbx,sports,4,703232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Header Soccerball (3).fbx,Header Soccerball (3).fbx,sports,4,703232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Header Soccerball.fbx,Header Soccerball.fbx,sports,4,470480,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Header.fbx,Header.fbx,other,1,422672,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Headspin End.fbx,Headspin End.fbx,other,1,504304,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Headspin Start.fbx,Headspin Start.fbx,other,1,584528,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Heavy Weapon Swing.fbx,Heavy Weapon Swing.fbx,other,1,598928,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hell Slammer A.fbx,Hell Slammer A.fbx,other,1,942832,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hell Slammer B.fbx,Hell Slammer B.fbx,other,1,934240,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hiding Grab.fbx,Hiding Grab.fbx,other,1,495792,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hiding.fbx,Hiding.fbx,other,1,420560,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (1).fbx,Hip Hop Dancing (1).fbx,dance,16,742032,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (10).fbx,Hip Hop Dancing (10).fbx,dance,16,781392,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (11).fbx,Hip Hop Dancing (11).fbx,dance,16,588432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (12).fbx,Hip Hop Dancing (12).fbx,dance,16,1491344,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (13).fbx,Hip Hop Dancing (13).fbx,dance,16,568656,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (14).fbx,Hip Hop Dancing (14).fbx,dance,16,1262560,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (15).fbx,Hip Hop Dancing (15).fbx,dance,16,1214480,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (2).fbx,Hip Hop Dancing (2).fbx,dance,16,621312,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (3).fbx,Hip Hop Dancing (3).fbx,dance,16,551456,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (4).fbx,Hip Hop Dancing (4).fbx,dance,16,1417136,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (5).fbx,Hip Hop Dancing (5).fbx,dance,16,1684000,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (6).fbx,Hip Hop Dancing (6).fbx,dance,16,721472,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (7).fbx,Hip Hop Dancing (7).fbx,dance,16,1471664,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (8).fbx,Hip Hop Dancing (8).fbx,dance,16,1528560,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing (9).fbx,Hip Hop Dancing (9).fbx,dance,16,1712208,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hip Hop Dancing.fbx,Hip Hop Dancing.fbx,dance,16,1410832,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit On Legs.fbx,Hit On Legs.fbx,combat,1,724400,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit On Side Of Body (1).fbx,Hit On Side Of Body (1).fbx,combat,2,542960,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit On Side Of Body.fbx,Hit On Side Of Body.fbx,combat,2,576976,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit On Side Of Head (1).fbx,Hit On Side Of Head (1).fbx,combat,2,633680,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit On Side Of Head.fbx,Hit On Side Of Head.fbx,combat,2,637456,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit On The Back.fbx,Hit On The Back.fbx,combat,1,548352,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit Reaction (1).fbx,Hit Reaction (1).fbx,combat,7,450864,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit Reaction (2).fbx,Hit Reaction (2).fbx,combat,7,474848,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit Reaction (3).fbx,Hit Reaction (3).fbx,combat,7,386096,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit Reaction (4).fbx,Hit Reaction (4).fbx,combat,7,460336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit Reaction (5).fbx,Hit Reaction (5).fbx,combat,7,444672,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit Reaction (6).fbx,Hit Reaction (6).fbx,combat,7,514336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit Reaction.fbx,Hit Reaction.fbx,combat,7,525968,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit To Body (1).fbx,Hit To Body (1).fbx,combat,5,371232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit To Body (2).fbx,Hit To Body (2).fbx,combat,5,371232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit To Body (3).fbx,Hit To Body (3).fbx,combat,5,360432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit To Body (4).fbx,Hit To Body (4).fbx,combat,5,360432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit To Body.fbx,Hit To Body.fbx,combat,5,357728,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit To Head.fbx,Hit To Head.fbx,combat,1,550512,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit To Side Of Body.fbx,Hit To Side Of Body.fbx,combat,1,580752,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hit To The Legs.fbx,Hit To The Legs.fbx,combat,1,624672,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hokey Pokey.fbx,Hokey Pokey.fbx,other,1,1248992,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hold Off Assailant.fbx,Hold Off Assailant.fbx,other,1,651968,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Holding Down.fbx,Holding Down.fbx,other,1,458176,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Holding Idle.fbx,Holding Idle.fbx,idle,1,790384,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Holding Turn Left.fbx,Holding Turn Left.fbx,locomotion,1,379872,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Holding Walk.fbx,Holding Walk.fbx,locomotion,1,415264,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Honking Horn (1).fbx,Honking Horn (1).fbx,other,2,594432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Honking Horn.fbx,Honking Horn.fbx,other,2,594432,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hook (1).fbx,Hook (1).fbx,other,5,446832,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hook (2).fbx,Hook (2).fbx,other,5,425232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hook (3).fbx,Hook (3).fbx,other,5,368528,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hook (4).fbx,Hook (4).fbx,other,5,570528,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hook Punch (1).fbx,Hook Punch (1).fbx,combat,2,438736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hook Punch.fbx,Hook Punch.fbx,combat,2,438736,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hook.fbx,Hook.fbx,other,5,514656,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hostage Situation Idle - Villain (1).fbx,Hostage Situation Idle - Villain (1).fbx,interaction,2,582256,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hostage Situation Idle - Villain.fbx,Hostage Situation Idle - Villain.fbx,interaction,2,582256,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/House Dancing (1).fbx,House Dancing (1).fbx,other,2,1926480,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/House Dancing.fbx,House Dancing.fbx,other,2,2436336,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Hurricane Kick.fbx,Hurricane Kick.fbx,combat,1,370160,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (1).fbx,Idle (1).fbx,idle,17,1645232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (10).fbx,Idle (10).fbx,idle,17,1009664,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (11).fbx,Idle (11).fbx,idle,17,541344,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (12).fbx,Idle (12).fbx,idle,17,812144,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (13).fbx,Idle (13).fbx,idle,17,630320,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (14).fbx,Idle (14).fbx,idle,17,490896,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (15).fbx,Idle (15).fbx,idle,17,428800,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (16).fbx,Idle (16).fbx,idle,17,553616,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (2).fbx,Idle (2).fbx,idle,17,1645232,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (3).fbx,Idle (3).fbx,idle,17,441440,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (4).fbx,Idle (4).fbx,idle,17,498848,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (5).fbx,Idle (5).fbx,idle,17,541328,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (6).fbx,Idle (6).fbx,idle,17,465024,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (7).fbx,Idle (7).fbx,idle,17,594864,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (8).fbx,Idle (8).fbx,idle,17,999712,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle (9).fbx,Idle (9).fbx,idle,17,673632,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle Aiming (1).fbx,Idle Aiming (1).fbx,combat,2,426528,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle Aiming.fbx,Idle Aiming.fbx,combat,2,426528,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle Crouching Aiming.fbx,Idle Crouching Aiming.fbx,combat,1,428800,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle Crouching.fbx,Idle Crouching.fbx,idle,1,428800,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle To Braced Hang.fbx,Idle To Braced Hang.fbx,idle,1,393200,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle To Push Up.fbx,Idle To Push Up.fbx,interaction,1,558080,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle To Running.fbx,Idle To Running.fbx,locomotion,1,345920,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle To Situp.fbx,Idle To Situp.fbx,interaction,1,668304,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle To Sprint (1).fbx,Idle To Sprint (1).fbx,locomotion,2,345312,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle To Sprint.fbx,Idle To Sprint.fbx,locomotion,2,345312,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle Transition (1).fbx,Idle Transition (1).fbx,interaction,3,588320,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle Transition (2).fbx,Idle Transition (2).fbx,interaction,3,470880,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle Transition.fbx,Idle Transition.fbx,interaction,3,588320,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Idle.fbx,Idle.fbx,idle,17,673632,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Illegal Elbow Punch (1).fbx,Illegal Elbow Punch (1).fbx,combat,2,427936,b50b5b2,license-review-required
SourceAssets/Animations/Raw/Unverified/Illegal Elbow Punch.fbx,Illegal Elbow Punch.fbx,combat,2,446832,b50b5b2,license-review-required
